Date,Team1,Team1_Position,Team1_Points,Team1_Win_Percentage,Team1_Rating,Team1_Kills_Per_Round,Team1_Deaths_Per_Round,Team1_Headshots,Team1_Rounds_Contributed,Team2,Team2_Position,Team2_Points,Team2_Win_Percentage,Team2_Rating,Team2_Kills_Per_Round,Team2_Deaths_Per_Round,Team2_Headshots,Team2_Rounds_Contributed,Score
17/12/2023,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,0
17/12/2023,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,Monte,10,263,73.3,1.11,0.7,0.65,51.68,73.08,1
16/12/2023,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,TheMongolz,23,98,73.9,1.09,0.69,0.66,53.5,71.32,1
15/12/2023,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,1
06/12/2023,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,0
09/02/2024,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,Falcons,7,399,46.2,1.03,0.66,0.67,50.9,70.88,0
06/02/2024,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,MOUZ,4,506,56.2,1.07,0.67,0.65,49.1,71.96,0
05/02/2024,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,G2,5,445,60.0,1.06,0.66,0.65,50.42,72.06,1
03/02/2024,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,Vitality,2,759,80.0,1.14,0.69,0.61,51.42,75.28,1
02/02/2024,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,TheMongolz,23,98,73.9,1.09,0.69,0.66,53.5,71.32,1
01/02/2024,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,1
31/01/2024,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,0
14/12/2023,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,Natus_Vincere,6,431,66.7,1.09,0.67,0.63,48.58,73.52,0
13/12/2023,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,Cloud9,11,263,47.6,1.07,0.67,0.67,46.68,73.76,0
02/12/2023,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,0
01/12/2023,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,1
29/11/2023,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,HAVU,22,102,57.1,0.94,0.6,0.7,46.48,66.92,0
12/11/2023,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,0
11/11/2023,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,1
08/11/2023,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,0
01/02/2024,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,0
31/01/2024,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,TheMongolz,23,98,73.9,1.09,0.69,0.66,53.5,71.32,0
08/12/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,Spirit,3,634,71.4,1.19,0.72,0.6,46.4,76.28,0
07/12/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,1
06/12/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,Spirit,3,634,71.4,1.19,0.72,0.6,46.4,76.28,0
03/12/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,1
02/12/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,HAVU,22,102,57.1,0.94,0.6,0.7,46.48,66.92,1
01/12/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,MOUZ,4,506,56.2,1.07,0.67,0.65,49.1,71.96,1
30/11/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,0
30/11/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,Complexity,9,267,41.2,1.07,0.67,0.65,49.86,72.82,1
19/11/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,0
18/11/2023,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,MIBR,20,109,65.0,1.07,0.66,0.64,50.02,72.48,1
06/02/2024,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,G2,5,445,60.0,1.06,0.66,0.65,50.42,72.06,0
06/02/2024,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,1
05/02/2024,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,Vitality,2,759,80.0,1.14,0.69,0.61,51.42,75.28,1
03/02/2024,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,G2,5,445,60.0,1.06,0.66,0.65,50.42,72.06,0
31/01/2024,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,1
31/01/2024,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,1
25/01/2024,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,0
24/01/2024,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,Cloud9,11,263,47.6,1.07,0.67,0.67,46.68,73.76,0
18/01/2024,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,MOUZ,4,506,56.2,1.07,0.67,0.65,49.1,71.96,0
17/02/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,1
16/02/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,0
15/02/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,Falcons,7,399,46.2,1.03,0.66,0.67,50.9,70.88,1
14/02/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,G2,5,445,60.0,1.06,0.66,0.65,50.42,72.06,0
14/02/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,1
05/02/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,Natus_Vincere,6,431,66.7,1.09,0.67,0.63,48.58,73.52,0
04/02/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,0
03/02/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,Falcons,7,399,46.2,1.03,0.66,0.67,50.9,70.88,1
31/01/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,Rebels,25,57,30.8,0.98,0.64,0.7,49.38,68.6,1
31/01/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,1
19/01/2024,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,MOUZ,4,506,56.2,1.07,0.67,0.65,49.1,71.96,1
26/11/2023,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,Monte,10,263,73.3,1.11,0.7,0.65,51.68,73.08,0
26/11/2023,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,MIBR,20,109,65.0,1.07,0.66,0.64,50.02,72.48,1
19/02/2024,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,Vitality,2,759,80.0,1.14,0.69,0.61,51.42,75.28,0
06/02/2024,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,0
05/02/2024,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,MOUZ,4,506,56.2,1.07,0.67,0.65,49.1,71.96,0
04/02/2024,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,Monte,10,263,73.3,1.11,0.7,0.65,51.68,73.08,1
01/02/2024,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,1
26/01/2024,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,0
25/01/2024,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,Liquid,24,72,77.8,1.16,0.71,0.61,49.72,76.5,0
24/01/2024,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,1
16/12/2023,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,Complexity,9,267,41.2,1.07,0.67,0.65,49.86,72.82,0
15/12/2023,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,0
06/12/2023,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,0
05/12/2023,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,Cloud9,11,263,47.6,1.07,0.67,0.67,46.68,73.76,0
01/12/2023,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,0
29/11/2023,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,HAVU,22,102,57.1,0.94,0.6,0.7,46.48,66.92,0
01/02/2024,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,0
31/01/2024,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,0
28/01/2024,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,1
27/01/2024,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,Vitality,2,759,80.0,1.14,0.69,0.61,51.42,75.28,0
23/01/2024,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,Vitality,2,759,80.0,1.14,0.69,0.61,51.42,75.28,1
22/01/2024,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,Falcons,7,399,46.2,1.03,0.66,0.67,50.9,70.88,1
18/01/2024,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,Preasy,28,41,70.0,1.07,0.68,0.67,53.96,72.3,1
14/01/2024,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,1
07/12/2023,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,0
06/12/2023,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,0
23/11/2023,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,0
22/11/2023,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,Complexity,9,267,41.2,1.07,0.67,0.65,49.86,72.82,0
02/02/2024,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,0
31/01/2024,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,0
31/01/2024,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,1
28/01/2024,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,0
27/01/2024,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,0
26/01/2024,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,Cloud9,11,263,47.6,1.07,0.67,0.67,46.68,73.76,1
25/01/2024,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,1
24/01/2024,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,0
18/01/2024,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,0
09/12/2023,MIBR,20,109,65.0,1.07,0.66,0.64,50.02,72.48,Spirit,3,634,71.4,1.19,0.72,0.6,46.4,76.28,0
07/12/2023,MIBR,20,109,65.0,1.07,0.66,0.64,50.02,72.48,Cloud9,11,263,47.6,1.07,0.67,0.67,46.68,73.76,1
05/12/2023,MIBR,20,109,65.0,1.07,0.66,0.64,50.02,72.48,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,1
26/11/2023,MIBR,20,109,65.0,1.07,0.66,0.64,50.02,72.48,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,0
24/11/2023,MIBR,20,109,65.0,1.07,0.66,0.64,50.02,72.48,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,1
17/02/2024,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,0
16/02/2024,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,Natus_Vincere,6,431,66.7,1.09,0.67,0.63,48.58,73.52,0
01/02/2024,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,Cloud9,11,263,47.6,1.07,0.67,0.67,46.68,73.76,0
31/01/2024,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,0
19/01/2024,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,Cloud9,11,263,47.6,1.07,0.67,0.67,46.68,73.76,0
18/01/2024,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,BIG,19,116,54.5,1.11,0.68,0.63,49.44,74.94,1
12/12/2023,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,Preasy,28,41,70.0,1.07,0.68,0.67,53.96,72.3,1
09/12/2023,BetBoom,21,108,42.9,1.0,0.65,0.71,55.76,70.8,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,0
11/01/2024,HAVU,22,102,57.1,0.94,0.6,0.7,46.48,66.92,Heroic,15,190,56.5,1.1,0.69,0.65,51.2,73.28,0
02/12/2023,HAVU,22,102,57.1,0.94,0.6,0.7,46.48,66.92,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,0
29/11/2023,HAVU,22,102,57.1,0.94,0.6,0.7,46.48,66.92,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,1
29/11/2023,HAVU,22,102,57.1,0.94,0.6,0.7,46.48,66.92,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,1
19/09/2023,HAVU,22,102,57.1,0.94,0.6,0.7,46.48,66.92,MIBR,20,109,65.0,1.07,0.66,0.64,50.02,72.48,0
02/02/2024,TheMongolz,23,98,73.9,1.09,0.69,0.66,53.5,71.32,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,0
01/02/2024,TheMongolz,23,98,73.9,1.09,0.69,0.66,53.5,71.32,Spirit,3,634,71.4,1.19,0.72,0.6,46.4,76.28,0
31/01/2024,TheMongolz,23,98,73.9,1.09,0.69,0.66,53.5,71.32,FURIA,14,190,42.9,1.01,0.64,0.67,49.46,70.22,1
17/12/2023,TheMongolz,23,98,73.9,1.09,0.69,0.66,53.5,71.32,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,0
16/12/2023,TheMongolz,23,98,73.9,1.09,0.69,0.66,53.5,71.32,Complexity,9,267,41.2,1.07,0.67,0.65,49.86,72.82,1
16/12/2023,TheMongolz,23,98,73.9,1.09,0.69,0.66,53.5,71.32,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,0
28/01/2024,Liquid,24,72,77.8,1.16,0.71,0.61,49.72,76.5,G2,5,445,60.0,1.06,0.66,0.65,50.42,72.06,0
27/01/2024,Liquid,24,72,77.8,1.16,0.71,0.61,49.72,76.5,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,0
25/01/2024,Liquid,24,72,77.8,1.16,0.71,0.61,49.72,76.5,GamerLegion,17,176,31.6,0.96,0.61,0.68,49.28,68.8,1
24/01/2024,Liquid,24,72,77.8,1.16,0.71,0.61,49.72,76.5,Spirit,3,634,71.4,1.19,0.72,0.6,46.4,76.28,1
04/02/2024,Rebels,25,57,30.8,0.98,0.64,0.7,49.38,68.6,Falcons,7,399,46.2,1.03,0.66,0.67,50.9,70.88,0
03/02/2024,Rebels,25,57,30.8,0.98,0.64,0.7,49.38,68.6,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,0
31/01/2024,Rebels,25,57,30.8,0.98,0.64,0.7,49.38,68.6,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,0
31/01/2024,Rebels,25,57,30.8,0.98,0.64,0.7,49.38,68.6,Cloud9,11,263,47.6,1.07,0.67,0.67,46.68,73.76,1
28/01/2024,Rebels,25,57,30.8,0.98,0.64,0.7,49.38,68.6,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,0
16/02/2024,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,1
14/02/2024,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,SAW,29,41,72.0,1.13,0.68,0.62,50.16,73.46,1
14/02/2024,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,0
28/01/2024,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,Rebels,25,57,30.8,0.98,0.64,0.7,49.38,68.6,1
20/01/2024,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,1
20/01/2024,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,SAW,29,41,72.0,1.13,0.68,0.62,50.16,73.46,0
18/01/2024,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,Natus_Vincere,6,431,66.7,1.09,0.67,0.63,48.58,73.52,0
11/12/2023,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,Preasy,28,41,70.0,1.07,0.68,0.67,53.96,72.3,0
15/02/2024,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,SAW,29,41,72.0,1.13,0.68,0.62,50.16,73.46,0
14/02/2024,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,Eternal_Fire,16,189,65.0,1.09,0.68,0.64,50.0,72.58,0
26/01/2024,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,G2,5,445,60.0,1.06,0.66,0.65,50.42,72.06,0
23/01/2024,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,Complexity,9,267,41.2,1.07,0.67,0.65,49.86,72.82,1
22/01/2024,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,G2,5,445,60.0,1.06,0.66,0.65,50.42,72.06,0
14/01/2024,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,0
23/11/2023,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,Natus_Vincere,6,431,66.7,1.09,0.67,0.63,48.58,73.52,0
22/11/2023,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,0
11/11/2023,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,ENCE,13,220,46.2,1.04,0.66,0.67,48.64,71.58,0
09/11/2023,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,FaZe,1,975,72.7,1.08,0.68,0.65,52.64,73.0,0
21/01/2024,Preasy,28,41,70.0,1.07,0.68,0.67,53.96,72.3,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,1
20/01/2024,Preasy,28,41,70.0,1.07,0.68,0.67,53.96,72.3,MOUZ,4,506,56.2,1.07,0.67,0.65,49.1,71.96,0
19/01/2024,Preasy,28,41,70.0,1.07,0.68,0.67,53.96,72.3,Spirit,3,634,71.4,1.19,0.72,0.6,46.4,76.28,0
18/01/2024,Preasy,28,41,70.0,1.07,0.68,0.67,53.96,72.3,Astralis,18,156,50.0,1.07,0.66,0.64,48.9,72.12,0
15/02/2024,SAW,29,41,72.0,1.13,0.68,0.62,50.16,73.46,Ninjas_in_Pyjamas,27,52,23.1,0.98,0.63,0.7,49.66,69.0,1
14/02/2024,SAW,29,41,72.0,1.13,0.68,0.62,50.16,73.46,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,0
14/02/2024,SAW,29,41,72.0,1.13,0.68,0.62,50.16,73.46,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,0
20/01/2024,SAW,29,41,72.0,1.13,0.68,0.62,50.16,73.46,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,1
18/01/2024,SAW,29,41,72.0,1.13,0.68,0.62,50.16,73.46,Virtus.pro,8,352,76.0,1.13,0.67,0.6,48.46,75.1,0
06/12/2023,SAW,29,41,72.0,1.13,0.68,0.62,50.16,73.46,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,0
16/02/2024,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,0
14/02/2024,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,Falcons,7,399,46.2,1.03,0.66,0.67,50.9,70.88,0
11/02/2024,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,Apeks,12,224,59.1,1.03,0.65,0.66,52.46,70.04,0
21/01/2024,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,Preasy,28,41,70.0,1.07,0.68,0.67,53.96,72.3,0
20/01/2024,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,9_Pandas,26,55,53.8,1.06,0.66,0.65,50.38,72.44,0
18/01/2024,3DMAX,30,38,42.9,1.07,0.67,0.65,51.08,73.12,Cloud9,11,263,47.6,1.07,0.67,0.67,46.68,73.76,0
